sample_id,label,class_name,z_pc1,z_pc2,mode,k,pca_used,note,z_1,z_2,z_3
163,2,class_2,0.1637400282027182,1.2691201901436582,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,0.980233061206307,0.368204332380315,-0.7051618971989944
164,2,class_2,0.44717756901594513,1.8901622078702673,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.5469101065743451,-0.19189278498608894,-1.031141725671146
165,2,class_2,0.3949953170883404,1.2409829311138454,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.0768698295156016,0.04793668574129519,-0.5742868542950255
166,2,class_2,0.7778669055695222,2.0391041755162647,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.7969242390342781,-0.818152451882753,-1.0072071329363002
167,2,class_2,0.6524030973474081,1.7499291169524467,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.5804837042972026,-0.2644674031714942,-0.7947670983256012
168,2,class_2,0.934654006316038,1.3729871175769746,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.5495790590798182,0.016563975485267873,-0.269503246929636
169,2,class_2,0.847708756712904,2.0239371419368584,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.8034176117362004,-1.0372246907498737,-0.9863667460518185
170,2,class_2,0.8142160220516301,1.5418494277937995,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.7008712614156603,0.80195411377359,-0.32672076100554764
171,2,class_2,0.6527557660492899,1.6216244165156928,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.574233773169609,0.3240936115788916,-0.5934235498504518
172,2,class_2,1.2725883278150398,1.8889961738625196,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,2.062439840108861,-0.6575103279936292,-0.5037570346300432
173,2,class_2,0.42766402936919956,1.7679046493770763,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.448422395786131,-0.16799373821387148,-0.9563760270097875
174,2,class_2,1.1810158638051291,1.95213336031984,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,2.096038497204463,-0.2955479243788281,-0.5468299163354069
175,2,class_2,1.0584711093141945,1.819244407267779,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.9424880985827668,-0.09681240734589641,-0.508186956004082
176,2,class_2,1.0760036939463131,1.647901191287985,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,1.83019218004238,-0.10466559042871047,-0.37782534458970773
177,2,class_2,1.3476784133013697,2.1778606783352137,X+Y,3,True,wine_fixed_pilot X+Y best AUC trial,2.3230962903791985,-0.663130152874825,-0.649116948434248
